id,venue_name,venue_type,main_bus,venue_add_one,venue_add_two,venue_pcode,venue_web,venue_phone,venue_email,venue_fb,venue_tw,org_own,mger,mger_email,mger_phone,online_contact_form,follow_up,venue_city,venue_country,notes,std_sign_off,res_sign_off,s_kick_id,latitude,longitude,constituency,wday_opening,wday_closing,wkd_opening,wkd_closing,show_opening,show_closing,variations,promoters,venue_capacity,outdoor_space,type_outdoor_space,Instagram ,PRS Type,PRS Venue cat,Omic,gigmainbiz,MD_pad,NPO,FAC,AIE,MVT,Year Venue Opened ,Year Venue Closed ,LAP_areas 
307,The White Lion Inn,"bar, pub with music",no,"51 Grange Road, West Kirby",Wirral,CH484EE,https://www.whitelionwestkirby.co.uk/,0151 625 9037,whitelioninnwk@gmail.com,https://www.facebook.com/TheWhiteLionWK?locale=en_GB,https://twitter.com/whitelioninnwk?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,,,,,NA,,Wirral,England,Covers gigs,,,,53.37375458,-3.179793478,,12:00:00,23:30:00,12:00:00,23:30:00,NA,NA,,,,Y,,https://www.instagram.com/whitelioninnwk/?hl=en,,,,,,,,,,,,
308,Hickorys Smokehouse ,rest,no,"Village Road, West Kirby",Wirral,CH483JN,https://hickorys.co.uk/venue/west-kirby/,0151 559 3123,hello@hickoryswestkirby.co.uk,https://www.facebook.com/HickorysWestKirby?locale=en_GB,https://twitter.com/hickorys_?lang=en,,,,,https://hickorys.co.uk/contact-us/,,Wirral,England,Covers gigs ,,,,53.3749483,-3.175566558,,12:00:00,23:00:00,11:00:00,23:00:00,NA,NA,FRI/12:00/23:00,,,,,https://www.instagram.com/hickoryssmokehouse/,,,,,,,,,,,,
309,The Northern Powerhouse,smallclub,yes,"82-90 Taylor Street, Birkenhead",Wirral,CH411BQ,NA,NA,tnpwirral@outlook.com,https://www.facebook.com/NorthernPowerhouseWirral?locale=en_GB,NA,,,emailed,,NA,,Wirral,England,Live music venue ,,,,53.39656451,-3.019613936,,NA,NA,NA,NA,NA,NA,No opening times listed ,,,,,NA,,,,1,,,,,,,,
310,Notesable ,other,No,"31 Old Chester Road, Bebington",Wirral,CH637LE,https://www.notesable.co.uk/,7788205507,notesable@outlook.com,https://www.facebook.com/studiosandevents?locale=en_GB,NA,,,,,https://docs.google.com/forms/d/e/1FAIpQLSe3yW7HYsyTD6Z6HCjCRwEwbyekOzVMwPM70wbDEb4dh4aE1Q/viewform,,Wirral,England,This may be a private events venue only,,,,53.35867581,-3.00414545,,,,,,,,,,,,,,,,,,,,,,,,,
311,Hulme Hall,medvenue,no,"23 Bolton Road, Bebington",Wirral,CH625DH,http://www.hulmehall.com/,0151 644 8797,enquiries@hulmehall.com,https://www.facebook.com/www.functionsuite/,https://twitter.com/hulmehall?lang=en,,,emailed,,,,Wirral,England,This may be a private events venue only,,,,53.35196728,-2.996691606,,,,,,,,,,400,,,,,,,,,,,,,,,
312,The Saddle Club,"bar, pub with music",no,"Roman Road, Birkenhead",Wirral,CH433DB,https://www.saddle-club.co.uk/,0151 608 0881, info@saddle-club.co.uk,https://www.facebook.com/saddleclubwirral,,,,,,https://www.saddle-club.co.uk/contact-us/,,Wirral,England,This may be a private events venue only,,,,53.36460792,-3.052332515,,,,,,,,,,200,,,https://www.instagram.com/thesaddleclubprenton/,,,,,,,,,,,,
313,LEVEL ,Largeclub,no,18-20 Fleet Street,Liverpool,L14AN,https://www.levelnightclub.co.uk/,0151 351 6709,info@levelnightclub.co.uk,https://www.facebook.com/levelnightclubliverpool,https://twitter.com/levelliverpool,Pub Invest Group,,,,https://www.levelnightclub.co.uk/contact/,,Liverpool,England,Live DJ- tickets sold,,,,53.40342,-2.98049,,22:00:00,03:00:00,22:30:00,04:00:00,,,,,2600,Y,,https://www.instagram.com/levelnightclubliverpool/,,,,,,,,,,,,
314,XOXO,largeclub,no,15 Victoria Street,Liverpool,L25QS,https://www.xoxoliverpool.co.uk/,0151 515 1233,INFO@XOXOLIVERPOOL.CO.UK,https://www.facebook.com/xoxoliverpool,https://twitter.com/XoxoLiverpool,Liverpool Trading Limited,,,,,,Liverpool,England,,,,,53.40715,-2.98716,,NA,NA,22:00:00,04:00:00,NA,NA,Closed MON/TUE/WED/THU/FRI,,300,N,NA,NA,,,,,,,,,,,,
315,Flares,Largeclub,no,Mathew Street,Liverpool,L26RE,https://www.flaresbars.co.uk/liverpool,0151 255 0517,flares.liverpool@stonegategroup.co.uk,https://www.facebook.com/FlaresLiverpool,https://twitter.com/flaresliverpool,Stonegate Pub Company Limited,,emailed,,NA,,Liverpool,England,,,,,53.40642,-2.98722,,20:00:00,03:00:00,20:00:00,04:00:00,NA,NA,SAT/16:00/04:00; SUN/20:00/02:00,,,N,NA,https://www.instagram.com/flares_liverpool/,,,,,,,,,,,,
316,Popworld,largeclub,no,68 Hanover Street,Liverpool,L14AG,https://www.popworldparty.co.uk/liverpool,0151 709 4637,popworld.liverpool@stonegategroup.co.uk,https://www.facebook.com/PopWorldLiverpool/,https://twitter.com/PopworldBaby,Stonegate Pub Company Limited,,,,NA,,Liverpool,England,,,,,53.40434,-2.98132,,21:00:00,04:00:00,20:00:00,04:00:00,NA,NA,SAT/16:00/04:00; SUN/21:00/04:00,,350,N,NA,https://www.instagram.com/popworldliverpool/,,,,,,,,,,,,
317,Mambo club,largeclub,no,3 Victoria Street,Liverpool,L25QA,https://clubmambo.co.uk/?fbclid=IwAR0pY5ul1dXZl1WBeKxJlY8ywla9l3p27yXR3k3UbzCrGvKn8v2WFDQkD6Q,07572 973332,NA,https://www.facebook.com/mamboclubliverpool/,NA,,,,,NA,,Liverpool ,England,,,,,53.4068,-2.98744,,NA,NA,22:00:00,04:00:00,NA,NA,Closed MON/TUE/WED/THU/FRI,,500,N,NA,https://www.instagram.com/mamboclubliverpool/,,,,,,,,,,2022,NA,
318,Heaven ,largeclub,no,10-18 Victoria Street,Liverpool,L26QE,https://heavenliverpool.co.uk/,1513516715,NA,https://www.facebook.com/heavenlvp/,https://twitter.com/heavenliverpool,Pub Invest Group Limited,,,,https://heavenliverpool.co.uk/contact/,,Liverpool,England,,,,,53.40686,-2.98714,,12:00:00,06:00:00,12:00:00,07:00:00,NA,NA,SUN/12:00/06:00,,500,N,,https://www.instagram.com/heavenliverpool/?hl=en,,,,,,,,,,,,
319,Matou ,rest,no,"Mersey Ferry Terminal, 2nd floor, Georges Parade Pier Head",Liverpool,L31BY,https://www.matou.co.uk/,1512362928,info@matou.co.uk,https://www.facebook.com/matourestaurant/,https://twitter.com/matourestaurant?lang=en,Mr John William Riley,,emailed,,https://www.matou.co.uk/contact,,Liverpool,England,,,,,53.40451,-2.99712,,12:00:00,23:00:00,12:00:00,00:00:00,NA,NA,,,300,,,https://www.instagram.com/matou_restaurant/,Restaurant/Cafe,,,,,,,,,,,
320,Ten Streets Social,"bar, pub with music",no,8 Regent Road,Liverpool,L37BX,https://www.tenstreetssocial.com/,1518340783,NA,https://www.facebook.com/tenstreetssocial/,https://twitter.com/tenstreetsscl?lang=en,JTJJ Enterprise Ltd,,,,https://www.tenstreetssocial.com/contact,,Liverpool,England,,,,,53.41876,-2.99878,,09:30:00,00:00:00,09:30:00,01:00:00,NA,NA,Closed MON/TUE/WED; SUN/09:30/22:00,,700,Y ,TA,https://www.instagram.com/tenstreetssocial/,,,,,,,,,,,,
321,No. 9 Bar and kitchen,"bar, pub with music",no,"1 Cherry Avenue, Anfield",Liverpool,L46UY,NA,1515232589,cafeno9@mail.com,https://www.facebook.com/No9barandkitchen/?locale=en_GB,https://twitter.com/no9walton,Mr Stephen Anthony Brady,,,,NA,,Liverpool,England,,,,,53.44047,-2.94997,,09:00:00,23:00:00,09:00:00,23:30:00,NA,NA,,,,,,https://www.instagram.com/no9_bar_and_kitchen/,,,,,,,,,,,,
322,Sensation ,largeclub,no,"2nd floor, 13-21 Seel Street",Liverpool,L14AU,https://www.sensationbars.co.uk/vip,1517026706,info@sensationbars.co.uk,https://www.facebook.com/sensationliverpool,NA,Sensation Bars Ltd,,,,https://www.sensationbars.co.uk/contact,,Liverpool,England,,,,,53.40307,-2.98089,,18:00:00,03:00:00,16:00:00,03:00:00,NA,NA,Closed MON/TUE/WED; SAT/13:00/03:00,,500,,,https://www.instagram.com/sensationliverpool/,,,,,,,,,,,,
323,Masons Liverpool ,rest,no,42 Seel Street,Liverpool,L14AU,https://masonsliverpool.co.uk/,1515567436,hello@masonsliverpool.co.uk,https://www.facebook.com/masonslpool/,NA,EPIC RBG Limited,,,,NA,,Liverpool,England,,,,,53.40282,-2.98134,,17:00:00,00:00:00,12:00:00,01:30:00,NA,NA,Closed MON/TUE/WED; FRI/17:00/1:30; SUN/12:00/00:00,,140,,,https://www.instagram.com/masonsliverpool/,,,,,,,,,,,,
324,The Shankly Hotel,hotel,no,"Millennium House, 60 Victoria Street",Liverpool,L16JD,https://shanklyhotel.com/,1514593383,reservations@shanklyhotel.com,https://www.facebook.com/shanklyhotel,https://twitter.com/ShanklyHotel,Avensis Hospitality Solutions Ltd,,,,NA,,Liverpool,England,Rooftop venue and outside area hosts entertainment ,,,,53.40839,-2.984,,NA,NA,NA,NA,NA,NA,Open 24hrs/7 days a week,,300,N,,https://www.instagram.com/shanklyhotel/,,,,,,,,,,,,
325,Rainhill Hall,Social,no,"800 Warrington Road, Rainhill",Prescot,L356PE,https://rainhillhall.com/,1514593383,info@rainhillhall.com,https://www.facebook.com/rainhillhallhotelandspa?locale=en_GB,,,,,,,,Prescot,England,,,,,53.40986,-2.75198,,,,,,,,,,120,,,https://www.instagram.com/rainhillhall/,,,,,,,,,,,,
326,Jaloux ,largeclub,no,5 Victoria Street,Liverpool,L25QA,https://www.jalouxliverpool.co.uk/,7376300409,info@jalouxliverpool.co.uk,https://www.facebook.com/JalouxLiverpool?locale=en_GB,https://twitter.com/jalouxliverpool,Mr Howard Gwynn,,emailed,,https://www.jalouxliverpool.co.uk/contact-us/,,Liverpool,England,Live sax and percussion,,,,53.40681,-2.98788,,NA,NA,22:00:00,03:00:00,NA,NA,Closed MON/TUE/WED/THU/SUN; SAT/22:00/06:00,,450,N,,https://www.instagram.com/jalouxliverpool/,,,,,,,,,,2019,NA,
327,Elysium,largeclub,no,8 Eberle Street,Liverpool,L22AG,https://www.liverpoolelysium.com/,NA,NA,NA,,Parea NW Ltd,,,,,,Liverpool,England,,,,,53.40836,-2.98884,,NA,NA,18:00:00,04:00:00,NA,NA,Closed MON/TUE/WED/THU; SAT/22:00/04:00,,1500,,,https://www.instagram.com/elysiumliverpool/,,,,,,,,,,2022,NA,
328,The Bentley,"bar, pub with music",no,50 Brunswick Street,Liverpool ,L20PL,https://www.bentleyliverpool.co.uk/,1512364001,enquiries@thebentley.co.uk,https://www.facebook.com/thebentleyliverpool?locale=en_GB,,Seafront Leisure Ltd,,,,,,Liverpool,England,Ticketed events for DJ and live entertainment ,,,,53.40552,-2.99318,,11:00:00,18:00:00,11:00:00,18:00:00,NA,NA,,,200,,,https://www.instagram.com/bentleyliverpool/,,,,,,,,,,2016,NA,
329,Hard Days Night Hotel,hotel,no,"Central Buildings, North John Street",Liverpool,L26RR,https://www.millenniumhotels.com/en/liverpool/hard-days-night-hotel-liverpool/offers/?&utm_source=facebook&utm_medium=cpc&utm_campaign=EU&utm_term=external&utm_content=AllOffers&https://www.millenniumhotels.com/en/liverpool/hard-days-night-hotel-liverpool/offers/?&utm_source=facebook&utm_medium=cpc&utm_campaign=EU&utm_term=external&utm_content=AllOffers&&TEST_UTM_21_HDN=TEST_UTM_21_HDN&gclid=Cj0KCQjw8e-gBhD0ARIsAJiDsaV_-4DHOLdJOtqycx1XW5DHraX4X8YYWPVkTcynZ8NJPnwuWHUb-gEaAhfOEALw_wcB&gclsrc=aw.ds#/,1512361964,enquiries@harddaysnighthotel.com,https://www.facebook.com/pages/Hard-Days-Night-Hotel/305398716207661?locale=en_GB,,Hotel Liverpool Management Limited,,,,,,Liverpool,England,,,,,53.40621,-2.98822,,NA,NA,NA,NA,NA,NA,Open 24hrs/7 days a week,,,,,https://www.instagram.com/hdnhliverpool/,,,,,,,,,,2016,NA,
330,Dash Restaurant & Bar,rest,no,15 Victoria Street,Liverpool,L25QS,https://dashrestaurants.co.uk/,1512362265,info@dashrestaurants.co.uk,https://www.facebook.com/dashliverpool?locale=en_GB,,Liverpool Trading Limited,,,,,,Liverpool,England,,,,,53.40718,-2.98769,,16:00:00,23:00:00,12:00:00,00:00:00,NA,NA,Closed MON/TUE; SAT/12:00/01:00;SUN/12:00/23:00,,300,,,https://www.instagram.com/dashrestaurants/,Restaurant/Cafe,,,,,,,,,2018,NA,
331,Hope & Smoke,rest,no,171 Allerton Road,Liverpool,L186HG,https://www.hopeandsmoke.com/,1517242186,info@hopeandsmoke.com,https://www.facebook.com/HopeandSmoke?locale=en_GB,,JPA Leisure Group Ltd,,,,,,Liverpool,England,Covers gigs ,,,,53.38432,-2.90602,,16:00:00,22:00:00,12:00:00,00:00:00,NA,NA,Closed MON; FRI/16:00/22:00; SUN/13:00/20:00,,,N,,https://www.instagram.com/hope_and_smoke/,,,,,,,,,,2019,NA,
332,Bar 25,"bar, pub with music",no,25 Lark Lane,Liverpool,L178UW,NA,1517273571,bar25larklane@gmail.com,https://www.facebook.com/bar25larklane/,,,,,,,,Liverpool ,England,,,,,53.38087,-2.94675,,,,,,,,,,,,,https://www.instagram.com/bar25larklane/,,,,,,,,,,,NA,
333,Ditto Coffee,rest,no,"Unit 4, 10-14 Jamaica Street",Liverpool,L10AF,https://www.dittocoffee.co.uk/,1518081448,natasha@dittocoffee.co.uk,https://www.facebook.com/dittocoffeeuk/,NA,Matthew Lee Parsons,,Emailed,,,,Liverpool,England,,,,,53.3972,-2.98095,,08:00:00,16:00:00,09:00:00,17:00:00,NA,NA,SUN/10:00/17:00,,50,,,https://www.instagram.com/ditto.coffee/,Restaurant/Cafe,,,,,,,,,2018,NA,
334,The Pickled Olive,rest,no,12 Woolton Street,Liverpool,L255JA,NA,1515381704,enquiries@thepickledolive.co.uk,https://www.facebook.com/thepickledolivewoolton/,,Katherine Doyle,,,,,,Liverpool,England,Open Mic,,,,53.37575,-2.86663,,17:00:00,23:00:00,14:00:00,23:00:00,NA,NA,Closed MON/TUE; FRI/16:00/23:00,,,,,https://www.instagram.com/thepickledolive/,,,,,,,,,,2017,NA,
335,Baltic Hotel,hotel,no,16 Jamaica Street,Liverpool,L10AF,https://thebaltichotelliverpool.com/,1512187230,reception@thebaltichotellverpool.com,https://www.facebook.com/TheBalticHotel,https://twitter.com/thebaltichotel?lang=en-GB,BALTIC PROPERTY HOLDINGS LIMITED,,,,,,Liverpool,England,,,,,53.39692,-2.98147,,NA,NA,NA,NA,NA,NA,Open 24hrs/7 days a week,,160,,,https://www.instagram.com/thebaltichotel/,,,,,,,,,,2021,NA,
336,Dovedale Towers,"bar, pub with music",No,60 Penny Lane,Liverpool,L181DG,https://oldropewalks.co.uk/dovedaletowers/,1517332611,events@oldropewalks.co.uk,https://www.facebook.com/thedovey.towers,https://twitter.com/dovedaletowers,Old Rope Walks Ltd,,,,,,Liverpool,England,,,,,53.38717,-2.91797,,12:00:00,00:00:00,11:00:00,01:00:00,NA,NA,FRI/12:00/01:00; SUN/11:00/23:00,,120,Y ,SA,https://www.instagram.com/dovedaletowers/,,,,,,,,,,1800,NA,
337,Rockpoint Records,other,no,"92 Victoria Road, New Brighton",Wallasey,CH452JF,https://www.rockpointrecords.com/,1516360007,hello@rockpointleisure.com,https://www.facebook.com/RockpointRecords/?modal=admin_todo_tour,NA,,,,,,,Wallasey,England,,,,,53.43844,-3.04088,,10:00:00,23:00:00,10:00:00,23:00:00,NA,NA,,,,,,https://www.instagram.com/rockpointrecords/,,,,,,,,,,2019,NA,
338,21st Amendment,"bar, pub with music",No,Church Road,Liverpool,L159EA,NA,7310903612,NA,https://www.facebook.com/profile.php?id=100515795258711&paipv=0&eav=AfaGOoIMA5xTTOguAa2nUF68mQJ_-PRITCQCEBB-qI8st9NwkBDy4Aher72mt-7TYg0&_rdr,NA,Mackstock Leisure Ltd,,,,,,Liverpool,England,,,,,53.39022,-2.91448,,NA,NA,NA,NA,NA,NA,No opening times listed ,,,,,https://www.instagram.com/21stamendmentliverpool/,,,,,,,,,,,,
339,Belgica,"bar, pub with music",no,96 Wood Street,Liverpool,L14DQ,https://www.cafebelgica.co.uk/,7506888146,info@cafebelgica.co.uk,https://www.facebook.com/BelgicaLiverpool/,NA,Cafe Belgica Ltd,,,,,,Liverpool,England,,,,,53.40284,-2.97753,,16:00:00,23:00:00,12:00:00,01:00:00,NA,NA,Closed MON/TUE; SUN/12:00/23:00,,,,,https://www.instagram.com/belgicaliverpool/,,,,,,,,,,,,
340,Poste House,"bar, pub with music",No,23 Cumberland Street,Liverpool,L16BU,NA,1512364130,postehouse2014@gmail.com,https://www.facebook.com/postehouse/?ref=page_internal&mt_nav=1&paipv=0&eav=AfaVFqb1cC8sOsd1xomQpP507yFLkB3VBf3sxXf8jElftIJCl3nFSGAuVRkFDcbJPpw&_rdr,https://twitter.com/postehouse?lang=en-GB,Admiral Taverns Limited,,,,NA,,Liverpool,England ,,,,,53.40796,-2.98685,,11:00:00,01:30:00,11:00:00,01:30:00,NA,NA,Closed SUN,,,,,https://www.instagram.com/postehouse/?hl=en,,,,,,,,,,,,
341,Hippie Chic,"bar, pub with music",no,70 Stanhope Street,Liverpool,L85XJ,NA,7432198221,balticbars@gmail.com,https://www.facebook.com/hippiechicliverpool/?locale=en_GB,NA,,,,,NA,,Liverpool,England,Live DJ- tickets sold,,,,53.39344,-2.97692,,NA,NA,NA,NA,NA,NA,No opening times listed ,,,,,https://www.instagram.com/hippiechicliverpool/,,,,,,,,,,2018,NA,
342,OMG Liverpool,largeclub,no,9 Victoria Street,Liverpool,L25QA,https://www.omgclubs.com/venues/omg-liverpool,NA,liverpool@omgclubs.com,https://www.facebook.com/OMGLiverpool,https://twitter.com/omgvenues?lang=en-GB,Impact Hospitality Services Limited,,,,NA,,Liverpool,England,"Drag Acts, DJ’s",,,,53.40695,-2.98801,,19:00:00,04:00:00,19:00:00,05:00:00,NA,NA,,,,N,,https://www.instagram.com/omgliverpoolofficial/,,,,,,,,,,2018,NA,
343,Masquerade Bar,"bar, pub with music",no,10 Cumberland Street,Liverpool,L16BU,https://www.masqueradebar.co.uk/,1513450202,masquerade.bars@gmail.com,https://www.facebook.com/masqueradebarliverpool/,https://twitter.com/BarMasquerade,Masquerade Ventures Ltd,,,,https://www.masqueradebar.co.uk/,,Liverpool,England,"Drag Acts, DJ’s",,,,53.40824,-2.98716,,15:00:00,00:00:00,14:00:00,00:00:00,NA,NA,,,,N,,https://www.instagram.com/themasqueradebar/,,,,,,,,,,,NA,
344,The Lisbon Bar,"bar, pub with music",no,"Lisbon Buildings, 35 Victoria Street",Liverpool,L16BG,NA,1512316831,thelisbon@yahoo.com,https://www.facebook.com/lisbonbarliverpool/?paipv=0&eav=AfY6zo_MaNvt0hwAbnbbhwLiktT9IaOYdctNcD3ITYth1q9gIWGYjnCDGRXfjSb4eW8&_rdr,NA,Ms Eileen Lea,,,,NA,,Liverpool,England,"Drag Acts, DJ’s",,,,53.40745,-2.98688,,15:00:00,00:00:00,15:00:00,02:30:00,NA,NA,Closed MON; SUN/15:00/00:00,,,N,,https://www.instagram.com/thelisbonliverpool/?hl=en-gb,,,,,,,,,,1888,NA,
345,FunnyBoyz,"bar, pub with music",no,63a Blundell Street,Liverpool,L10AJ,https://funnyboyz.co.uk/liverpool/,7971239421,contact@funnyboyz.co.uk,https://www.facebook.com/FunnyBoyzLiverpool/,https://twitter.com/funnyboyz_Lvpl,,,,,https://funnyboyz.co.uk/contact-us/,,Liverpool,England,Drags Acts,,,,53.39697,-2.98396,,NA,NA,18:00:00,23:00:00,NA,NA,Closed MON/TUE/WED/THU/SUN; SAT/14:00/17:00,,,N,,https://www.instagram.com/funnyboyz.official/,,,,,,,,,,,,
346,The Navy Bar,"bar, pub with music",no,27 Stanley Street,Liverpool,L16AA,NA,1512274071,jess@navybarliverpool.co.uk,https://www.facebook.com/thenavybarliverpool,https://twitter.com/the_navy_bar?lang=en,Stanley (Merseyside) Limited,Jess,jess@navybarliverpool.co.uk,NA,NA,,Liverpool,England,"Drag Acts, DJ’s",,,,53.40775,-2.98717,,NA,NA,22:00,04:00,NA,NA,Closed MON/TUE/WED/THU/SUN; SAT/21:00/04:00,,,N,,https://www.instagram.com/thenavybarliverpool/?hl=en,,,,,,,,,,2015,NA,
347,Superstar Boudoir,largeclub,no,22-24 Stanley Street,Liverpool,L16AF,NA,1512274590,NA,https://www.facebook.com/superstarboudoirliverpool/?locale=en_GB,https://twitter.com/SuperstarBoudoi?fbclid=IwAR2dD__FJyt5A8LhFKDRaQT8FikpKqabHVEUR7ETb49TvMZgCnM3i0H0vi8,BERNHAM LIMITED,,,,NA,,Liverpool,England,"Drag Acts, DJ’s",,,,53.40741,-2.98723,,22:00:00,03:00:00,22:00:00,05:00:00,NA,NA,SAT/21:00/05:00,,,N,,https://www.instagram.com/superstarboudoirliverpool/,,,,,,,,,,,,
348,Gbar,largeclub,No,1-7 Eberle Street,Liverpool,L22AG,https://www.g-bar.com/,1512364416,andrew@g-bar.com,https://www.facebook.com/GBarLiverpool?locale=en_GB,https://twitter.com/gbarliverpool?lang=en,Andrew Pankhurst,Andrew,andrew@g-bar.com,NA,NA,,Liverpool,England,"Drag Acts, DJ’s",,,,53.40812,-2.98915,,NA,NA,23:00:00,10:00:00,NA,NA,Closed MON/TUE/WED/THU/SUN; SAT/23:00/07:00,,,N,,https://www.instagram.com/gbarliverpool/?hl=en,,,,,,,,,,1996,NA,
349,Tres Liverpool,"bar, pub with music",no,3 Temple Court,Liverpool,L26PY,http://tresliverpool.com/,1516088000,info@tresliverpool.com,https://www.facebook.com/tresliverpool/,https://twitter.com/TresLiverpool,,,,,NA,,Liverpool,England,"Drag Acts, DJ’s, Cover Acts",,,,53.40688,-2.98482,,NA,NA,18:00:00,02:00,NA,NA,Closed MON/TUE/WED/THU/SUN; SAT/19:00/02:00,,,,,https://www.instagram.com/tres_liverpool/,,,,,,,,,,2021,NA,
350,The Lady of Mann,"bar, pub with music",No,19 Dale Street,Liverpool,L22EZ,https://www.markettowntaverns.co.uk/pub-and-bar-finder/north-west/lady-of-mann/,1512365556,ladyofmann@hb.im,https://www.facebook.com/ladyofmann/?locale=en_GB,https://twitter.com/LadyOMann,Market Town Taverns Limited,,,,NA,,Liverpool,England,Jazz Night,,,,53.40777,-2.98994,,12:00:00,23:00:00,12:00:00,23:00:00,NA,NA,,,,,,https://www.instagram.com/ladyofmann/?hl=en-gb,,,,,,,,,,,,
351,Legends Sports Bar,"bar, pub with music",No,20-24 Mathew Street,Liverpool,L26RE,https://legendsliverpool.co.uk/,1513516725,info@legendsliverpool.co.uk,https://www.facebook.com/legendsliverpool,https://twitter.com/legendslpool,Pub Invest Group,,,,https://legendsliverpool.co.uk/contact/,,Liverpool,England,Covers gigs,,,,53.40652,-2.98637,,11:00:00,01:00:00,11:00:00,03:00:00,NA,NA,,,,,,https://www.instagram.com/legends.liverpool/,,,,,,,,,,2016,NA,
352,Remeniss Old Skool Bar,"bar, pub with music",no,"Mathew Street, Temple Court",Liverpool,L26PY,NA,1512360959,NA,https://www.facebook.com/remeniss,NA,,,,,NA,,Liverpool,England,Live DJ- tickets sold,,,,53.40666,-2.98637,,11:58:00,23:58:00,12:00:00,04:00:00,NA,NA,THU/11:58/23:58,,,,,NA,,,,,,,,,,,,
353,Revolver,"bar, pub with music",No,2 Temple Court,Liverpool,L26PY,https://revolverliverpool.co.uk/,1513516730,info@revolverliverpool.co.uk,https://www.facebook.com/LiverpoolRevolver?ref=nearby_places,https://twitter.com/revolverliv?lang=en-GB,Pub Invest Group,,,,https://revolverliverpool.co.uk/contact/,,Liverpool ,England,Covers gigs,,,,53.40681,-2.9871,,16:00:00,00:00:00,12:00:00,02:00:00,NA,NA,SAT/11:00/03:00; SUN/14:00/00:00,,,,,https://www.instagram.com/revolverliverpool/,,,,,,,,,,2021,NA,
354,City Vaults Liverpool,"bar, pub with music",No,Cook Street,Liverpool,L29QU,NA,7598729499,cityvaultsliverpool@outlook.com,https://www.facebook.com/cityvaultsliverpool/,https://twitter.com/vaultscity?lang=en,,,,,NA,,Liverpool,England,Covers gigs ,,,,53.40663,-2.98743,,NA,NA,NA,NA,NA,NA,No opening times listed ,,,,,https://www.instagram.com/cityvaultsliverpool/?hl=en,,,,,,,,,,,,
355,Abbey Road Bar & Kitchen,"bar, pub with music",No,11-17 Harrington Street,Liverpool,L29QA,https://abbeyroadliverpool.co.uk/,1512275222,info@abbeyroadliverpool.co.uk,https://www.facebook.com/abbeyroadliverpool,NA,Mrs Amanda Jane Tierney,,,,https://abbeyroadliverpool.co.uk/,,Liverpool,England,Covers gigs FRI/SAT/SUN,,,,53.40596,-2.98927,,12:00:00,23:00:00,11:00:00,01:00:00,NA,NA,FRI/12:00/01:00,,,,,https://www.instagram.com/abbeyroadliverpool/?hl=en,,,,,,,,,,2020,NA,
356,Ye Hole in Ye Wall,"bar, pub with music",No,4 Hackins Hey,Liverpool,L22AW,https://yeholeinyewall.business.site/?_target?m=true,1512273809,yeholeliverpool@gmail.com,https://www.facebook.com/yeholeliverpool/?locale=en_GB,https://twitter.com/yeholeinyewall?lang=en-GB,Mrs Hayley Hoy,,,,NA,,Liverpool,England,Covers gigs,,,,53.4078,-2.98913,,12:00:00,23:00:00,12:00:00,23:00:00,NA,NA,SUN/12:00/22:30,,,,,https://www.instagram.com/yeholeliverpool/,,,,,,,,,,1726,NA,
357,Only Fools Bar,"bar, pub with music",No,13-21 Seel Street,Liverpool,L14AU,https://onlyfoolsbar.com/,7543098076,hello@onlyfoolsbar.co.uk,https://www.facebook.com/onlyfoolsbar,https://twitter.com/onlyfoolsbar,Show Club Limited,,,,NA,,Liverpool,England,Covers gigs FRI/SAT/SUN,,,,53.40412,-2.98074,,17:00:00,01:00:00,14:00:00,03:00:00,NA,NA,Closed MON/TUE/WED; FRI/17:00/01:00; SUN/15:00/01:00,,,N,,https://www.instagram.com/onlyfoolsbar/,,,,,,,,,,2019,NA,
